,Unnamed: 0,id,facebook_id,page_name,page_type,degree_centerality,betweenness_centerality,closeness_centrality
51,51,51,346648178719588,Ulli Sima,politician,0.0005151018496839,2.473495334341821e-05,0.21199569762614637
52,52,52,1388741348032650,식샤를합시다,tvshow,0.0004214469679232,0.0004657215290405,0.18481139679876293
53,53,53,624417591001227,LION,company,4.682744088035589e-05,0.0,0.15061670465209814
54,54,54,123185828069517,Policía de Seguridad Aeroportuaria,government,,,0.2229200150802627
55,55,55,141018599260302,Abendschau,tvshow,0.0007492390540856,9.232170876686012e-05,0.2203815408758766
56,56,56,378134195601552,"Historic Preservation Division, Illinois Department of Natural Resources",government,0.0009365488176071,7.289612725673423e-05,0.23447707302819695
57,57,57,251539554450,KOHLER,company,0.0007024116132053,0.0003197766127822,0.22915859255481896
58,58,58,676807905694191,Narragansett Fire Department,government,,,0.22919833117419644
59,59,59,89324781720,Pat Toomey,politician,9.365488176071178e-05,1.3863194440969116e-06,0.1972556800224743
60,60,60,1493838274166939,Jean Rioux,politician,0.0007492390540856,2.483048504155952e-05,0.21618735146681034
61,61,61,30968512668,Windows,company,0.0038866775930695,0.0027110008721698,0.24418048642656873
62,62,62,153947391339205,Manolo Jiménez Salinas,politician,9.365488176071178e-05,0.0,0.1865560730980314
63,63,63,445110972186788,Tune Hotels,company,4.682744088035589e-05,0.0,0.17113761691496815
64,64,64,277034555829293,Préfète de la Lozère,government,0.0010770311402481,1.955767051917348e-06,0.2112681353605446
65,65,65,288263184580783,GoBank,company,0.0005151018496839,0.0003736129189492,0.2553179400936321
66,66,66,190073274544,Green & Black's,company,0.0004682744088035,0.0002279778131472,0.2317777640238493
67,67,67,1435115400134833,Jennifer Newman,politician,,,0.19046690627966906
68,68,68,128837483823282,SVT Kortfilm,tvshow,0.0001873097635214,3.604646402820596e-06,0.16474806428906616
69,69,69,248466702367,Toute la vérité,tvshow,0.0003746195270428,1.857315905120349e-08,0.16909750444023
70,70,70,49649942718,Modern Marvels,tvshow,0.0008897213767267,2.645243022462057e-05,0.2062644010538588
71,71,71,1008920055906510,Monika Lazar,politician,4.682744088035589e-05,0.0,0.17582890546134644
72,72,72,501375619956944,T.C. Boston Başkonsolosluğu-Turkish Consulate General in Boston,government,0.0008428939358464,0.0021485263849429,0.25313475209265124
73,73,73,139782149374162,Benjamin Strasser,politician,0.0003746195270428,0.000235252210603,0.19502139515506062
74,74,74,1430048157270238,Embajada de Rumania en Buenos Aires,government,0.0011706860220088,5.617446346330033e-06,0.2119197178050667
75,75,75,395873323778271,"Headquarters and Headquarters Company (HHC), 16th Military Police Brigade",government,0.0003277920861624,6.126104867436352e-10,0.2346999529952473
76,76,76,328510467254992,Lazada Super Moms,company,4.682744088035589e-05,0.0,0.1653153418287766
77,77,77,1415528252047590,Fernando Ruas,politician,0.0013579957855303,0.0001520678884863,0.2523274225970555
78,78,78,728733757210856,Victoria Prentis,politician,4.682744088035589e-05,0.0,0.19063496911694836
79,79,79,537191503102185,11.22.63,tvshow,0.0003746195270428,0.0,0.1807860964718188
80,80,80,1674951879426286,Національна поліція України,government,,,0.17117803460281425
81,81,81,133074956714225,Jurado Nacional de Elecciones del Perú,government,0.0021540622804963,0.0003251297614038,0.22913288667258136
82,82,82,345612838830323,Mike Nahan,politician,0.0001873097635214,3.2576713147398125e-08,0.1902427459845733
83,83,83,117709338312950,RAF Recruitment,government,0.0004682744088035,0.0001252305836431,0.22447674709026424
84,84,84,149038991834428,Ansbach Housing,government,0.0002341372044017,9.440664391405997e-08,0.23162007257133432
85,85,85,236384066470140,The BCDA Group,government,0.0003277920861624,3.146199170415975e-05,0.21937669641288005
86,86,86,113473582071850,Pirkka,company,0.0002809646452821,6.996317255902979e-05,0.1739180915374672
87,87,87,1413528238883071,Ambassade du Canada en Islande,government,9.365488176071178e-05,0.0,0.19594317656600185
88,88,88,70710067457,"United States Embassy - Riga, Latvia",government,0.0022945446031374,0.0002326088683792,0.2706325881672769
89,89,89,617957021581571,Michal Rozin מיכל רוזין,politician,0.0002341372044017,1.818916838022971e-05,0.19128739507244896
90,90,90,264070427050244,Stop Fraud Colorado,government,0.0013579957855303,0.0002124292017157,0.25025338308180656
91,91,91,219150418186,3 Musketeers,company,0.0004214469679232,9.30561944910688e-06,0.2042970667927479
92,92,92,181414785384715,EVA Airways Corp. 長榮航空,company,,,0.22351209127895988
93,93,93,388614157893904,Vilson Covatti,politician,9.365488176071178e-05,0.0,0.17886767819898422
94,94,94,112236298513,Export Gov,government,0.0009365488176071,2.1167577802579168e-05,0.2547967885330672
95,95,95,473799242678553,Fabiana Dadone,politician,0.002247717162257,2.636350838942893e-05,0.2075619849979677
96,96,96,139152096100639,Noticias Univision Florida Central,tvshow,,,0.22478216068588122
97,97,97,698128143679780,Kevin Michel MLA,politician,0.0001873097635214,4.3311469872908206e-08,0.18894214598049108
98,98,98,211815292207397,Soldier On / Sans Limites,government,0.0009365488176071,3.156406002829765e-05,0.22631494127837876
99,99,99,296432197042477,Bericht aus Berlin,tvshow,0.0014984781081713,0.0001860295564219,0.23295283713311146
100,100,100,2046450978914607,Préfecture de police des Bouches-du-Rhône,government,0.0004682744088035,1.129104702408474e-06,0.20474198809946875
101,101,101,104513569620273,The X Factor (USA),tvshow,0.002107234839616,0.0008669925509054,0.2403667173024669
102,102,102,144128365625650,Ochsner Sport,company,0.0006087567314446,0.0015161243547795,0.20207570756625987
103,103,103,169014523134260,林淑芬,politician,0.0008428939358464,2.8996916936312765e-05,0.20396325411666455
104,104,104,1717735835107639,Ministerio de Educación de la Nación Argentina,government,0.0014048232264106,0.0001277715929543,0.21548656865283733
105,105,105,133161833398584,Aviva,company,0.0003746195270428,0.0002172167867565,0.18716212276449176
106,106,106,145794842231097,Chad Griffith - Lake Macquarie,politician,0.0027159915710606,4.070601874346423e-05,0.23062868873492431
107,107,107,151049292087611,Red Bull MOBILE,company,4.682744088035589e-05,0.0,0.15431051652027003
108,108,108,84890878270,Dan Drew,politician,9.365488176071178e-05,9.264175645928232e-05,0.1803044528435125
109,109,109,113077252063553,Bronisław Komorowski,politician,0.0014048232264106,0.0002602207217593,0.22458444531070396
110,110,110,180642835333445,CERT-RO,government,0.0007492390540856,0.0005829180175884,0.2647492017108721
111,111,111,445821135487302,Inside Amy Schumer,tvshow,4.682744088035589e-05,0.0,0.18045795150629262
112,112,112,131588424007,U.S. Presidential Scholars Program,government,0.0002341372044017,1.3501752084340417e-08,0.2482789865081382
113,113,113,404948826259784,Senator James McGrath,politician,0.0021540622804963,9.5039592004004e-05,0.229967760094161
114,114,114,165787053523275,"Philippe Noguès, une voix de gauche",politician,0.0004682744088035,1.5106973627925228e-05,0.225472389190491
115,115,115,160653460701518,Crackets,company,,,0.15288050023474017
116,116,116,440677362630997,Sebastian Galmarini,politician,0.0002341372044017,7.985207206764188e-06,0.165096696449565
117,117,117,109295382430039,RECLAME,tvshow,4.682744088035589e-05,0.0,0.18811640796369786
118,118,118,19027744005,Vesna Pusić,politician,0.0002341372044017,2.296338158730488e-06,0.2096692919263932
119,119,119,109735015743837,Barwy Szczęścia,tvshow,0.0001873097635214,0.0002778989544349,0.1720615375190486
120,120,120,123905300955489,Ejército Nacional de Colombia,government,0.0010302036993678,0.0001712419463362,0.24264316800034558
121,121,121,236123129774435,"City of Fremont, CA Government",government,0.0003746195270428,1.5091580462201824e-06,0.20534261848622765
122,122,122,187586581285368,Procuraduría General de la República,government,0.0006555841723249,9.606464943380756e-05,0.21228812758640236
123,123,123,440868732600680,USAID Pakistan,government,0.0012643409037696,1.554050425639032e-05,0.2475868300423131
124,124,124,726315847385449,Doritos,company,0.0004214469679232,0.0002801953991755,0.19018960555273404
125,125,125,503105919713649,Disneyland Jobs,company,0.0002341372044017,0.0,0.18737282764601887
126,126,126,124157780951417,ESET,company,0.0009833762584874,0.0002302292308821,0.20678833393154605
127,127,127,354595427910013,GovX,company,0.0033247483025052,0.001061266780146,0.26709063893016344
128,128,128,243173360004,New York Style,company,0.0012643409037696,3.534011640733015e-05,0.21672952456280806
129,129,129,173347701125,Governor Jan Brewer,politician,0.0011706860220088,0.0010229039375542,0.2544361276880046
130,130,130,172313069486470,USAID Eastern and Southern Caribbean,government,0.0012175134628892,1.7158839384131518e-05,0.25578589073688285
131,131,131,441049269272968,Bouchon Bistro,company,0.0001873097635214,2.1868312602764635e-05,0.23341262998244394
132,132,132,428205943882121,DON Smallgoods,company,0.0002341372044017,1.5041705041825576e-05,0.21077465713588864
133,133,133,135381669839242,Sandia National Labs,government,0.002107234839616,0.00017250313454,0.26196194562328035
134,134,134,368446079376,Academy Sports + Outdoors,company,0.0009365488176071,0.0003672970671191,0.22766328246904574
135,135,135,101777342866,AIDA,company,,,0.22233546740023155
136,136,136,631919500263831,Canada and Iran,government,,,0.22293770960252415
137,137,137,272511339506416,豐原監理站,government,4.682744088035589e-05,0.0,0.17222903571976084
138,138,138,121538151580066,Peter Kraus,politician,0.0015921329899321,0.0014461143119294,0.2519398098313599
139,139,139,770543166292392,Jumia,company,0.000140482322641,1.7776125541078745e-06,0.17830134029535696
140,140,140,368704976650667,SoFlo TASTE,tvshow,0.0001873097635214,7.907919851051344e-06,0.22265493390411636
141,141,141,91116022514,White Collar,tvshow,0.000796066494966,0.0007024442844304,0.22793118139950092
142,142,142,379228478788668,B&G Pickles & Peppers,company,0.0010302036993678,6.694152139770784e-10,0.1966927534709456
143,143,143,1838800826401201,194th Wing,government,0.000140482322641,2.0801609734883e-09,0.2059694377984948
144,144,144,62894440884,Bajnai Gordon,politician,0.0002341372044017,0.0003137938149887,0.20739339117592764
145,145,145,177828029071801,Michael Leutert,politician,0.0007024116132053,0.0001567570108418,0.22557198646708632
146,146,146,1403712706511292,Uwe Schünemann MdL,politician,4.682744088035589e-05,0.0,0.18883099420119337
147,147,147,134964869923261,MOPC Paraguay,government,0.0005619292905642,1.9453567930605467e-06,0.21186576523059225
148,148,148,144878942355905,New York City Law Department,government,0.0004682744088035,1.8335171090757168e-08,0.22222332113539708
149,149,149,319501934789059,KLM México,company,0.0003277920861624,1.878917868405479e-05,0.21400066669841422
150,150,150,97279934919,BP America,company,0.0007492390540856,0.0002144974759195,0.24391276501047557
151,151,151,786036081426888,Au secours de Béatrice,tvshow,0.0006087567314446,2.2076830853400264e-05,0.18634565464392047
152,152,152,9885974987,Dragons' Den,tvshow,0.0004214469679232,0.0001695639197382,0.2172765249680888
153,153,153,594399277278367,hessenschau,tvshow,,,0.21251099488324143
154,154,154,61828104655,City of Kitchener,government,,,0.24774243343072938
155,155,155,175986319185315,Kátia Abreu,politician,0.0006087567314446,6.289904040552762e-05,0.21920975609756096
156,156,156,1385983704957396,Jakob von Weizsäcker,politician,0.0006555841723249,5.735226549183995e-06,0.22554028688154343
157,157,157,216190061773271,US National Weather Service Blacksburg VA,government,0.0013111683446499,9.622617021530382e-05,0.22428404587696268
158,158,158,380383308677595,Mirinda Arabia,company,4.682744088035589e-05,0.0,0.15357748250218722
159,159,159,167394579972573,JRTC and Fort Polk,government,0.0020604073987356,5.885966834255584e-05,0.24206806649357365
160,160,160,443442745770466,Department of Transport,government,0.0005151018496839,7.444417507712388e-05,0.20038705764840184
161,161,161,750282211721700,UR Orka plugga,tvshow,4.682744088035589e-05,0.0,0.14806980085142277
162,162,162,232286700306917,Jayant Sinha,politician,0.000140482322641,0.0,0.20294999638702219
163,163,163,221774737965548,Cancelaria de Stat a Republicii Moldova,government,0.0002341372044017,9.131215594446133e-08,0.2155527201910993
164,164,164,233815212529,Comunidad Movistar Argentina,company,0.0002809646452821,0.0001725520674766,0.18773446964949658
165,165,165,102601993617906,German Consulate General Vancouver,government,0.0009833762584874,5.139320071986808e-05,0.2256240837065451
166,166,166,655425904574963,Turkish Presidency,government,0.000140482322641,4.927619368097123e-07,0.18859958366908408
167,167,167,119837032950,US Embassy Abu Dhabi,government,0.0013111683446499,0.0001041074110365,0.24770146621100209
168,168,168,172681179452841,Matrix Professional Haircare & Color,company,0.000140482322641,9.199769215653766e-05,0.1827149048978231
169,169,169,717846764913149,Laboratório Hacker - Câmara dos Deputados,government,0.0001873097635214,1.0173123078326164e-05,0.2067046301321975
170,170,170,632550910198276,صندوق أبوظبي للمعاشات,government,0.0002341372044017,0.0,0.16974774679489602
171,171,171,650700358287878,The Belgian Navy,government,,,0.2437037679776134
172,172,172,289923924487,Ridestore,company,9.365488176071178e-05,1.255295237686037e-07,0.18530064243713765
173,173,173,134470763282957,European Union in Israel,government,0.0028096464528213,0.000425387171975,0.2544649429778367
174,174,174,1617350448513550,Bosch Herramientas Eléctricas Profesionales y Accesorios,company,0.0001873097635214,2.916552042028548e-05,0.19296467739026632
175,175,175,114445021926829,Deportes CNN,tvshow,0.0002341372044017,6.338559657469332e-09,0.18303342321133279
176,176,176,174970176018,Horacio Rodríguez Larreta,politician,0.0025755092484195,0.0002718448835486,0.21701211149529642
177,177,177,217552831709715,Ministerio de Trabajo El Salvador,government,0.000140482322641,2.761256718209697e-05,0.1995134035997478
178,178,178,554754457928212,Clangers,tvshow,0.0003746195270428,0.0003539229209607,0.23360677042720648
179,179,179,194981427216918,Hoka One One,company,0.000140482322641,2.5951258848072956e-05,0.20202301744290596
180,180,180,268340433322523,Gavin Shuker MP,politician,0.0006555841723249,0.0006539986081305,0.226586529249821
181,181,181,174298126352925,Peace Corps Comoros,government,0.0002341372044017,2.250616335080745e-09,0.21238444524264136
182,182,182,773666216018465,NSW SES Glen Innes,government,0.0004682744088035,9.034927628407176e-08,0.19627351980293156
183,183,183,189426624430626,Christchurch City Council,government,0.0006555841723249,0.0004112987545129,0.23296249831517174
184,184,184,126442007429667,KLM Russia,company,,,0.20964777233496618
185,185,185,28768797221,Ghost Whisperer,tvshow,0.0006087567314446,5.841778433297011e-06,0.21465488416527345
186,186,186,433213220061734,曹嘉豪,politician,0.0015453055490517,0.0002425831894302,0.20048897573859428
187,187,187,464998863536680,Bill Shorten MP,politician,0.0066494966050105,0.0015830504819133,0.2481227086002032
188,188,188,131890253529641,Black Hills VA Health Care System,government,0.0005151018496839,7.949360751248701e-07,0.2202432880149776
189,189,189,196396587232007,"Ministry of Micro, Small and Medium Enterprises,Government of India",government,0.0003277920861624,2.353958275299192e-06,0.2039206788582838
190,190,190,260507710718508,Vigor Brasil,company,0.0002341372044017,0.0001197472732954,0.18121330408413447
191,191,191,205987562783277,Ruth Ellen Brosseau,politician,0.0012643409037696,6.512378582070947e-05,0.20898479281960658
192,192,192,152762631455280,Philippine Embassy in Thailand,government,4.682744088035589e-05,0.0,0.18014543763579657
193,193,193,167542776660532,Atmosphere,company,0.000140482322641,1.009502512540574e-05,0.21769544534118765
194,194,194,134780953231454,Região da capital dos EUA,company,9.365488176071178e-05,9.993859178667584e-09,0.20401140408222562
195,195,195,851584041550394,Mauricio Osorio Domínguez,politician,0.0002341372044017,1.3336858935544491e-06,0.21171604100708577
196,196,196,418893364920895,Préfet de Loir et Cher,government,0.0016389604308124,1.0300634694860889e-05,0.2264883172388767
197,197,197,1431984283714112,U.S. Forest Service,government,0.0062748770779676,0.0035200219497462,0.27748755758092203
198,198,198,111151325577312,Johnnie’s New York Pizzeria,company,0.0003277920861624,0.0,0.20327865886205929
199,199,199,132945996743236,7-Eleven Australia,company,0.0003746195270428,0.0002835754863443,0.21298034085954237
200,200,200,516725565030981,Brendan Boyle,politician,,,0.2499805302448739
201,201,201,164169413624390,ABC Lebanon,company,0.0003277920861624,0.000108401186426,0.21194770403350563
202,202,202,441907505922632,Paolo De Castro,politician,9.365488176071178e-05,0.0,0.21560649822958747
203,203,203,199793346871881,Benedita da Silva,politician,0.0008428939358464,8.367858488655721e-06,0.2151605396968275
204,204,204,255750901203533,Norteñita,company,0.0001873097635214,6.3998046253464e-05,0.1529335692894092
205,205,205,79167160914,Tablespoon.com,company,0.000796066494966,0.0001113921459985,0.2170330731782706
206,206,206,154408241398357,UPRA Colombia,government,0.0012175134628892,4.950343543865339e-05,0.23379150322036896
207,207,207,123360237716054,"Woodstock Police, GA",government,0.0001873097635214,9.954323182864756e-07,0.20965755341980033
208,208,208,1501439083479639,關務署,government,0.000140482322641,2.0542276521607984e-05,0.18707174316662364
209,209,209,294019144024664,Ileana Argentin,politician,9.365488176071178e-05,1.525840412962317e-07,0.1824626653565367
210,210,210,796065777123932,Karen Ludwig,politician,0.0009833762584874,5.3267002995813455e-06,0.21377263169912566
211,211,211,888931797828199,Ryszard Wilczyński,politician,0.000140482322641,6.213818196662847e-08,0.20254750658060794
212,212,212,351338968253034,Dilma Rousseff,politician,0.0059002575509248,0.0025006988616539,0.23867390403756067
213,213,213,249087185125997,Tuggerah Lakes LAC - NSW Police Force,government,0.000796066494966,1.61687433501734e-05,0.2295073594753884
214,214,214,668623963226740,Travel Alberta,company,0.000140482322641,3.233923382124696e-07,0.22023465297040865
215,215,215,164130194037,Museos del Banco de la República,government,0.0004682744088035,9.95458821130802e-05,0.228699095137765
216,216,216,355565337903738,Dagmar Ziegler MdB,politician,0.0019667525169749,0.0001138902072416,0.22466753324667532
217,217,217,330250343871,Jeremy Corbyn,politician,0.0010770311402481,0.0012161973399298,0.20591092375366568
218,218,218,111101068968572,Secretaría de Gobernación,government,0.0010770311402481,0.0001635050241808,0.2233010673610145
219,219,219,1592040124383871,352d Special Operations Wing,government,,,0.23752087781982706
220,220,220,610012855796352,Sharon Hodgson,politician,0.0002341372044017,3.658815160994591e-05,0.18519525905411865
221,221,221,17433690754,Glassdoor,company,0.0003277920861624,0.000124714416036,0.25206982431735064
222,222,222,152492071518860,NSW SES - Hornsby Unit,government,0.0012175134628892,3.64719845968016e-07,0.21281492706952074
223,223,223,141651685862427,500 Startups,company,0.0001873097635214,5.451095151522821e-05,0.2171967133881102
224,224,224,374756619256467,Front Street Animal Shelter - City of Sacramento,government,0.0007492390540856,0.0009138326313461,0.2645964342071175
225,225,225,231656403567259,Lorenz Caffier,politician,0.0001873097635214,2.7833817247599407e-06,0.2146671889480171
226,226,226,148134965281436,Cuarto Milenio,tvshow,0.0003746195270428,7.366746528418614e-06,0.16374435213525726
227,227,227,195184929562,Pillsbury,company,0.0014048232264106,0.0004335160157071,0.2327332615180643
228,228,228,145995252105886,Fort Bragg Wildlife Branch,government,0.0004214469679232,1.2702122048171172e-08,0.2301538524573372
229,229,229,419439154823845,Peppe De Cristofaro,politician,0.0006087567314446,0.0001125662739068,0.1942324150033281
230,230,230,178872845468327,Metin Hakverdi,politician,0.0011238585811285,6.858695529951959e-07,0.2212103610211375
231,231,231,179486155473577,Kathleen Lynch,politician,0.0002341372044017,0.0001891536287581,0.2075178942507504
232,232,232,954835224560299,UNLV Police Services,government,9.365488176071178e-05,0.0,0.20016391544101272
233,233,233,117283058287279,Covert Affairs,tvshow,0.0006087567314446,6.597025339833422e-07,0.18888179021167134
234,234,234,554739894638025,Councillor Adam Allan,politician,0.0006555841723249,3.925639457582301e-06,0.21340513638781247
235,235,235,170179299705530,澎湖縣政府,government,,,0.16686098754613574
236,236,236,117737338241724,M&M’S Italia,company,0.0003746195270428,2.1638955724619615e-05,0.18931306714298954
237,237,237,28613018301,Baci Perugina,company,0.0003277920861624,0.0002988890851835,0.19178374502808174
238,238,238,160579703997119,European Union in Thailand,government,0.0024818543666588,7.315571164818062e-05,0.24839151871586815
239,239,239,617033428501184,Florian Toncar,politician,0.0005151018496839,0.0001674706723834,0.18903116166375017
240,240,240,191810904195780,Go Coast Guard,government,0.0014048232264106,1.7737190615767243e-05,0.24917934613849088
241,241,241,65727594614,Brandon Creighton,politician,0.0003277920861624,2.439911722962516e-06,0.20715438159775043
242,242,242,1528846760739532,Arizona Capitol Museum,government,0.0004682744088035,4.364611363193353e-06,0.22393756976558762
243,243,243,780521878717133,"Flight Centre Travel Group, The Americas",company,0.000140482322641,5.060290810389488e-08,0.2049792001167713
244,244,244,330566160483024,Sergio Casas,politician,0.0001873097635214,9.300204518285734e-05,0.18175714482167268
245,245,245,71091028689,Sleep Number Careers,company,4.682744088035589e-05,0.0,0.2079384763455986
246,246,246,669243103118034,Bodo Ramelow,politician,0.0011238585811285,8.679611825528108e-05,0.21978656180610578
247,247,247,160312404017880,GO! Das Motormagazin,tvshow,0.0004682744088035,0.0004283286209461,0.21235232964748132
248,248,248,223049284387547,KLM Argentina,company,0.0007492390540856,0.0001507737177861,0.22356991472721666
249,249,249,293329607459548,"Metro Railway, Kolkata",government,4.682744088035589e-05,0.0,0.18596009170135813
250,250,250,146941488726138,Samsung,company,0.0002809646452821,3.0364915433970147e-05,0.16973492374052895
251,251,251,112856972067554,LowLow,company,0.0,0.0,0.17449346494055154
252,252,252,115745095172649,Kingdom of the Netherlands in Canada,government,0.001451650667291,0.0004817043298803,0.25094933881343817
253,253,253,1643711989285607,Göç İdaresi Genel Müdürlüğü,government,4.682744088035589e-05,0.0,0.16517558497695378
254,254,254,390109821076200,Rodriguez Army Health Clinic,government,0.0014984781081713,5.15020160513544e-06,0.24603070319514705
255,255,255,111132279529,BoA,company,9.365488176071178e-05,9.264175645928232e-05,0.20438069075925303
256,256,256,984665731564266,Valdis Dombrovskis,politician,0.0006555841723249,1.2220617180208465e-06,0.23464358069299693
257,257,257,1131869050241771,Alex Zeyer,politician,0.0013579957855303,0.0001035588494217,0.22860834706875852
258,258,258,148885741961966,The Profit,tvshow,0.000140482322641,0.000149464339334,0.1641091187963335
259,259,259,163973103682288,Emine SARI Official,company,4.682744088035589e-05,0.0,0.16691428826125068
260,260,260,430791373663017,宜蘭縣政府衛生局,government,0.0001873097635214,5.525555770456847e-05,0.1745002407542598
261,261,261,470872909742841,舞吧舞吧在一起,tvshow,0.000140482322641,2.8141412377625988e-05,0.15888584035752673
262,262,262,180048798810876,Windows,company,0.0005619292905642,6.193455109419246e-05,0.20849417266721104
263,263,263,1483994771882749,Old Home Love,tvshow,4.682744088035589e-05,0.0,0.16739927285731315
264,264,264,43394094549,Man v. Food Nation,tvshow,0.0004682744088035,0.0001383946608383,0.22456648843136276
265,265,265,1554238491460357,聽見幸福,tvshow,0.000140482322641,9.265199004818564e-05,0.1322997750744845
266,266,266,687001264739799,臺北市政府消防局,government,4.682744088035589e-05,0.0,0.1555303287255913
267,267,267,46612109048,Superbook,tvshow,0.0004214469679232,0.0001435920862078,0.1892333476506902
