id,facebook_id,page_name,page_type,degree_centerality,betweenness_centerality,closeness_centrality,community_id
24,127122004049986,Schweppes Australia,company,0.0001873097635214,2.2971171814196497e-05,0.2150616882184595,39
25,9615015947,TalkTalk,company,0.0002341372044017,3.760669925225726e-05,0.216328888460983,12
26,136577286212,National Institute of General Medical Sciences,government,0.0014048232264106,2.441042292965178e-07,0.2225512821782668,34
27,220206968012871,Poppy Cat,tvshow,,,0.2001015246508977,12
28,77064798220,Tahiti Tourisme,company,0.0001873097635214,1.5602127895323094e-06,0.2068568692978337,50
29,314467271901260,Marriott Rewards,company,0.0005619292905642,0.0001050752842552,0.2370397721278616,50
30,239470792802382,TeleCentro,company,0.0002341372044017,0.0003521017217422,0.2333689928438632,12
31,1087372227969105,Ministerio de Comunicaciones de la República Argentina,government,0.0004682744088035,6.7964651529653066e-06,0.2124346453119534,57
32,115144905195604,Policía Nacional de los Colombianos,government,0.0020135799578553,0.0010688347843099,0.2431104811572877,33
33,139151419572310,Lance Gooden,politician,9.365488176071178e-05,0.0,0.1943298478676388,43
34,324560137683033,Ivan ŠTEFANEC,politician,9.365488176071178e-05,2.736983830698675e-07,0.2060752249319013,44
35,115178951868510,Omoda,company,,,0.201308067912019,12
36,334483838309,Sunrun,company,0.0001873097635214,4.4056825065928304e-05,0.2182303807303807,34
37,367794192480,NCBI - National Center for Biotechnology Information,government,0.000796066494966,1.4852681447630044e-05,0.223672291075606,34
38,312747342102625,T.C. Niamey Büyükelçiliği/ Ambassade de Turquie à Niamey,government,,,0.1971829749890302,17
39,403071946500795,Tennessee Secretary of State,government,0.0007492390540856,0.000245113477848,0.2301750719649241,34
40,180099508994152,張宏陸,politician,0.0002341372044017,3.654853179759911e-10,0.1819042915779503,16
41,30577197161,Nuevo León Extraordinario,government,0.0010770311402481,0.0002567316737328,0.2179340446168768,52
42,57816252527,Honey Bunches of Oats,company,,,0.2199393108848864,12
43,216178818416755,St. Cloud VA Health Care System,government,0.0006087567314446,1.0773114494315283e-06,0.2190281230199346,30
44,1507698529534072,APB FOX,tvshow,0.0027628190119409,5.960660179814453e-08,0.218020745398267,20
45,5830082681,Volaris,company,0.0005619292905642,0.0004064638290792,0.2402407860831631,52
46,391321314263162,Eduardo Barbosa,politician,0.0004214469679232,3.834055595401755e-06,0.2051457631451605,55
47,518989818298491,Service de police de la Ville de Montréal - SPVM,government,0.0006087567314446,0.0007078370154001,0.242415415156223,58
48,327771217264764,Hotel Indigo,company,0.0001873097635214,4.6592501553069805e-05,0.2119397072140054,50
49,130096562306,Digicel,company,0.001451650667291,0.0010710328874365,0.2625097846786536,14
50,126291660767367,Alabama Ecological Services Field Office,government,0.0008897213767267,1.2634029263897318e-05,0.2487710363153233,34
51,346648178719588,Ulli Sima,politician,0.0005151018496839,2.473495334341821e-05,0.2119956976261463,46
52,1388741348032650,식샤를합시다,tvshow,0.0004214469679232,0.0004657215290405,0.1848113967987629,22
53,624417591001227,LION,company,4.682744088035589e-05,0.0,0.1506167046520981,1
54,123185828069517,Policía de Seguridad Aeroportuaria,government,,,0.2229200150802627,57
55,141018599260302,Abendschau,tvshow,0.0007492390540856,9.232170876686012e-05,0.2203815408758766,24
56,378134195601552,"Historic Preservation Division, Illinois Department of Natural Resources",government,0.0009365488176071,7.289612725673423e-05,0.2344770730281969,34
57,251539554450,KOHLER,company,0.0007024116132053,0.0003197766127822,0.2291585925548189,12
58,676807905694191,Narragansett Fire Department,government,,,0.2291983311741964,34
59,89324781720,Pat Toomey,politician,9.365488176071178e-05,1.3863194440969116e-06,0.1972556800224743,43
60,1493838274166939,Jean Rioux,politician,0.0007492390540856,2.483048504155952e-05,0.2161873514668103,58
61,30968512668,Windows,company,0.0038866775930695,0.0027110008721698,0.2441804864265687,14
62,153947391339205,Manolo Jiménez Salinas,politician,9.365488176071178e-05,0.0,0.1865560730980314,52
63,445110972186788,Tune Hotels,company,4.682744088035589e-05,0.0,0.1711376169149681,50
64,277034555829293,Préfète de la Lozère,government,0.0010770311402481,1.955767051917348e-06,0.2112681353605446,21
65,288263184580783,GoBank,company,0.0005151018496839,0.0003736129189492,0.2553179400936321,12
66,190073274544,Green & Black's,company,0.0004682744088035,0.0002279778131472,0.2317777640238493,12
67,1435115400134833,Jennifer Newman,politician,,,0.190466906279669,39
68,128837483823282,SVT Kortfilm,tvshow,0.0001873097635214,3.604646402820596e-06,0.1647480642890661,32
69,248466702367,Toute la vérité,tvshow,0.0003746195270428,1.857315905120349e-08,0.16909750444023,5
70,49649942718,Modern Marvels,tvshow,0.0008897213767267,2.645243022462057e-05,0.2062644010538588,6
71,1008920055906510,Monika Lazar,politician,4.682744088035589e-05,0.0,0.1758289054613464,24
72,501375619956944,T.C. Boston Başkonsolosluğu-Turkish Consulate General in Boston,government,0.0008428939358464,0.0021485263849429,0.2531347520926512,17
73,139782149374162,Benjamin Strasser,politician,0.0003746195270428,0.000235252210603,0.1950213951550606,44
74,1430048157270238,Embajada de Rumania en Buenos Aires,government,0.0011706860220088,5.617446346330033e-06,0.2119197178050667,19
75,395873323778271,"Headquarters and Headquarters Company (HHC), 16th Military Police Brigade",government,0.0003277920861624,6.126104867436351e-10,0.2346999529952473,30
76,328510467254992,Lazada Super Moms,company,4.682744088035589e-05,0.0,0.1653153418287766,50
77,1415528252047590,Fernando Ruas,politician,0.0013579957855303,0.0001520678884863,0.2523274225970555,46
78,728733757210856,Victoria Prentis,politician,4.682744088035589e-05,0.0,0.1906349691169483,36
79,537191503102185,11.22.63,tvshow,0.0003746195270428,0.0,0.1807860964718188,20
80,1674951879426286,Національна поліція України,government,,,0.1711780346028142,19
81,133074956714225,Jurado Nacional de Elecciones del Perú,government,0.0021540622804963,0.0003251297614038,0.2291328866725813,33
82,345612838830323,Mike Nahan,politician,0.0001873097635214,3.2576713147398125e-08,0.1902427459845733,39
83,117709338312950,RAF Recruitment,government,0.0004682744088035,0.0001252305836431,0.2244767470902642,36
84,149038991834428,Ansbach Housing,government,0.0002341372044017,9.440664391405997e-08,0.2316200725713343,30
85,236384066470140,The BCDA Group,government,0.0003277920861624,3.146199170415975e-05,0.21937669641288,11
86,113473582071850,Pirkka,company,0.0002809646452821,6.996317255902979e-05,0.1739180915374672,53
87,1413528238883071,Ambassade du Canada en Islande,government,9.365488176071178e-05,0.0,0.1959431765660018,58
88,70710067457,"United States Embassy - Riga, Latvia",government,0.0022945446031374,0.0002326088683792,0.2706325881672769,28
89,617957021581571,Michal Rozin מיכל רוזין,politician,0.0002341372044017,1.818916838022971e-05,0.1912873950724489,48
90,264070427050244,Stop Fraud Colorado,government,0.0013579957855303,0.0002124292017157,0.2502533830818065,34
91,219150418186,3 Musketeers,company,0.0004214469679232,9.30561944910688e-06,0.2042970667927479,12
92,181414785384715,EVA Airways Corp. 長榮航空,company,,,0.2235120912789598,50
93,388614157893904,Vilson Covatti,politician,9.365488176071178e-05,0.0,0.1788676781989842,55
94,112236298513,Export Gov,government,0.0009365488176071,2.1167577802579168e-05,0.2547967885330672,28
95,473799242678553,Fabiana Dadone,politician,0.002247717162257,2.636350838942893e-05,0.2075619849979677,40
96,139152096100639,Noticias Univision Florida Central,tvshow,,,0.2247821606858812,12
97,698128143679780,Kevin Michel MLA,politician,0.0001873097635214,4.3311469872908206e-08,0.188942145980491,39
98,211815292207397,Soldier On / Sans Limites,government,0.0009365488176071,3.156406002829765e-05,0.2263149412783787,58
99,296432197042477,Bericht aus Berlin,tvshow,0.0014984781081713,0.0001860295564219,0.2329528371331114,24
100,2046450978914607,Préfecture de police des Bouches-du-Rhône,government,0.0004682744088035,1.129104702408474e-06,0.2047419880994687,21
101,104513569620273,The X Factor (USA),tvshow,0.002107234839616,0.0008669925509054,0.2403667173024669,20
102,144128365625650,Ochsner Sport,company,0.0006087567314446,0.0015161243547795,0.2020757075662598,53
103,169014523134260,林淑芬,politician,0.0008428939358464,2.8996916936312765e-05,0.2039632541166645,16
104,1717735835107639,Ministerio de Educación de la Nación Argentina,government,0.0014048232264106,0.0001277715929543,0.2154865686528373,57
105,133161833398584,Aviva,company,0.0003746195270428,0.0002172167867565,0.1871621227644917,58
106,145794842231097,Chad Griffith - Lake Macquarie,politician,0.0027159915710606,4.070601874346423e-05,0.2306286887349243,39
107,151049292087611,Red Bull MOBILE,company,4.682744088035589e-05,0.0,0.15431051652027,14
108,84890878270,Dan Drew,politician,9.365488176071178e-05,9.264175645928232e-05,0.1803044528435125,28
109,113077252063553,Bronisław Komorowski,politician,0.0014048232264106,0.0002602207217593,0.2245844453107039,46
110,180642835333445,CERT-RO,government,0.0007492390540856,0.0005829180175884,0.2647492017108721,19
111,445821135487302,Inside Amy Schumer,tvshow,4.682744088035589e-05,0.0,0.1804579515062926,12
112,131588424007,U.S. Presidential Scholars Program,government,0.0002341372044017,1.3501752084340417e-08,0.2482789865081382,28
113,404948826259784,Senator James McGrath,politician,0.0021540622804963,9.5039592004004e-05,0.229967760094161,39
114,165787053523275,"Philippe Noguès, une voix de gauche",politician,0.0004682744088035,1.5106973627925228e-05,0.225472389190491,21
115,160653460701518,Crackets,company,,,0.1528805002347401,52
116,440677362630997,Sebastian Galmarini,politician,0.0002341372044017,7.985207206764188e-06,0.165096696449565,57
117,109295382430039,RECLAME,tvshow,4.682744088035589e-05,0.0,0.1881164079636978,12
118,19027744005,Vesna Pusić,politician,0.0002341372044017,2.296338158730488e-06,0.2096692919263932,46
119,109735015743837,Barwy Szczęścia,tvshow,0.0001873097635214,0.0002778989544349,0.1720615375190486,53
120,123905300955489,Ejército Nacional de Colombia,government,0.0010302036993678,0.0001712419463362,0.2426431680003455,33
121,236123129774435,"City of Fremont, CA Government",government,0.0003746195270428,1.5091580462201824e-06,0.2053426184862276,34
122,187586581285368,Procuraduría General de la República,government,0.0006555841723249,9.606464943380756e-05,0.2122881275864023,52
123,440868732600680,USAID Pakistan,government,0.0012643409037696,1.554050425639032e-05,0.2475868300423131,28
124,726315847385449,Doritos,company,0.0004214469679232,0.0002801953991755,0.190189605552734,12
125,503105919713649,Disneyland Jobs,company,0.0002341372044017,0.0,0.1873728276460188,12
126,124157780951417,ESET,company,0.0009833762584874,0.0002302292308821,0.206788333931546,22
127,354595427910013,GovX,company,0.0033247483025052,0.001061266780146,0.2670906389301634,30
128,243173360004,New York Style,company,0.0012643409037696,3.534011640733015e-05,0.216729524562808,12
129,173347701125,Governor Jan Brewer,politician,0.0011706860220088,0.0010229039375542,0.2544361276880046,43
130,172313069486470,USAID Eastern and Southern Caribbean,government,0.0012175134628892,1.7158839384131518e-05,0.2557858907368828,28
131,441049269272968,Bouchon Bistro,company,0.0001873097635214,2.1868312602764635e-05,0.2334126299824439,12
132,428205943882121,DON Smallgoods,company,0.0002341372044017,1.5041705041825576e-05,0.2107746571358886,39
133,135381669839242,Sandia National Labs,government,0.002107234839616,0.00017250313454,0.2619619456232803,34
134,368446079376,Academy Sports + Outdoors,company,0.0009365488176071,0.0003672970671191,0.2276632824690457,12
135,101777342866,AIDA,company,,,0.2223354674002315,50
136,631919500263831,Canada and Iran,government,,,0.2229377096025241,58
137,272511339506416,豐原監理站,government,4.682744088035589e-05,0.0,0.1722290357197608,16
138,121538151580066,Peter Kraus,politician,0.0015921329899321,0.0014461143119294,0.2519398098313599,46
139,770543166292392,Jumia,company,0.000140482322641,1.7776125541078745e-06,0.1783013402953569,14
140,368704976650667,SoFlo TASTE,tvshow,0.0001873097635214,7.907919851051344e-06,0.2226549339041163,12
141,91116022514,White Collar,tvshow,0.000796066494966,0.0007024442844304,0.2279311813995009,12
142,379228478788668,B&G Pickles & Peppers,company,0.0010302036993678,6.694152139770783e-10,0.1966927534709456,12
143,1838800826401201,194th Wing,government,0.000140482322641,2.0801609734883e-09,0.2059694377984948,30
144,62894440884,Bajnai Gordon,politician,0.0002341372044017,0.0003137938149887,0.2073933911759276,53
145,177828029071801,Michael Leutert,politician,0.0007024116132053,0.0001567570108418,0.2255719864670863,24
146,1403712706511292,Uwe Schünemann MdL,politician,4.682744088035589e-05,0.0,0.1888309942011933,44
147,134964869923261,MOPC Paraguay,government,0.0005619292905642,1.9453567930605467e-06,0.2118657652305922,28
148,144878942355905,New York City Law Department,government,0.0004682744088035,1.8335171090757168e-08,0.222223321135397,23
149,319501934789059,KLM México,company,0.0003277920861624,1.878917868405479e-05,0.2140006666984142,50
150,97279934919,BP America,company,0.0007492390540856,0.0002144974759195,0.2439127650104755,34
151,786036081426888,Au secours de Béatrice,tvshow,0.0006087567314446,2.2076830853400264e-05,0.1863456546439204,5
152,9885974987,Dragons' Den,tvshow,0.0004214469679232,0.0001695639197382,0.2172765249680888,58
153,594399277278367,hessenschau,tvshow,,,0.2125109948832414,24
154,61828104655,City of Kitchener,government,,,0.2477424334307293,58
155,175986319185315,Kátia Abreu,politician,0.0006087567314446,6.289904040552762e-05,0.2192097560975609,55
156,1385983704957396,Jakob von Weizsäcker,politician,0.0006555841723249,5.735226549183995e-06,0.2255402868815434,24
157,216190061773271,US National Weather Service Blacksburg VA,government,0.0013111683446499,9.622617021530382e-05,0.2242840458769626,34
158,380383308677595,Mirinda Arabia,company,4.682744088035589e-05,0.0,0.1535774825021872,12
159,167394579972573,JRTC and Fort Polk,government,0.0020604073987356,5.885966834255584e-05,0.2420680664935736,30
160,443442745770466,Department of Transport,government,0.0005151018496839,7.444417507712388e-05,0.2003870576484018,50
161,750282211721700,UR Orka plugga,tvshow,4.682744088035589e-05,0.0,0.1480698008514227,32
162,232286700306917,Jayant Sinha,politician,0.000140482322641,0.0,0.2029499963870221,59
163,221774737965548,Cancelaria de Stat a Republicii Moldova,government,0.0002341372044017,9.131215594446133e-08,0.2155527201910993,46
164,233815212529,Comunidad Movistar Argentina,company,0.0002809646452821,0.0001725520674766,0.1877344696494965,33
165,102601993617906,German Consulate General Vancouver,government,0.0009833762584874,5.139320071986808e-05,0.2256240837065451,24
166,655425904574963,Turkish Presidency,government,0.000140482322641,4.927619368097123e-07,0.188599583669084,17
167,119837032950,US Embassy Abu Dhabi,government,0.0013111683446499,0.0001041074110365,0.247701466211002,28
168,172681179452841,Matrix Professional Haircare & Color,company,0.000140482322641,9.199769215653766e-05,0.1827149048978231,3
169,717846764913149,Laboratório Hacker - Câmara dos Deputados,government,0.0001873097635214,1.0173123078326164e-05,0.2067046301321975,55
170,632550910198276,صندوق أبوظبي للمعاشات,government,0.0002341372044017,0.0,0.169747746794896,50
171,650700358287878,The Belgian Navy,government,,,0.2437037679776134,30
172,289923924487,Ridestore,company,9.365488176071178e-05,1.255295237686037e-07,0.1853006424371376,12
173,134470763282957,European Union in Israel,government,0.0028096464528213,0.000425387171975,0.2544649429778367,46
174,1617350448513550,Bosch Herramientas Eléctricas Profesionales y Accesorios,company,0.0001873097635214,2.916552042028548e-05,0.1929646773902663,25
175,114445021926829,Deportes CNN,tvshow,0.0002341372044017,6.338559657469332e-09,0.1830334232113327,57
176,174970176018,Horacio Rodríguez Larreta,politician,0.0025755092484195,0.0002718448835486,0.2170121114952964,57
177,217552831709715,Ministerio de Trabajo El Salvador,government,0.000140482322641,2.761256718209697e-05,0.1995134035997478,58
178,554754457928212,Clangers,tvshow,0.0003746195270428,0.0003539229209607,0.2336067704272064,34
179,194981427216918,Hoka One One,company,0.000140482322641,2.595125884807296e-05,0.2020230174429059,12
180,268340433322523,Gavin Shuker MP,politician,0.0006555841723249,0.0006539986081305,0.226586529249821,36
181,174298126352925,Peace Corps Comoros,government,0.0002341372044017,2.250616335080745e-09,0.2123844452426413,28
182,773666216018465,NSW SES Glen Innes,government,0.0004682744088035,9.034927628407176e-08,0.1962735198029315,39
183,189426624430626,Christchurch City Council,government,0.0006555841723249,0.0004112987545129,0.2329624983151717,2
184,126442007429667,KLM Russia,company,,,0.2096477723349661,50
185,28768797221,Ghost Whisperer,tvshow,0.0006087567314446,5.841778433297011e-06,0.2146548841652734,12
186,433213220061734,曹嘉豪,politician,0.0015453055490517,0.0002425831894302,0.2004889757385942,16
187,464998863536680,Bill Shorten MP,politician,0.0066494966050105,0.0015830504819133,0.2481227086002032,39
188,131890253529641,Black Hills VA Health Care System,government,0.0005151018496839,7.949360751248701e-07,0.2202432880149776,30
189,196396587232007,"Ministry of Micro, Small and Medium Enterprises,Government of India",government,0.0003277920861624,2.353958275299192e-06,0.2039206788582838,59
190,260507710718508,Vigor Brasil,company,0.0002341372044017,0.0001197472732954,0.1812133040841344,1
191,205987562783277,Ruth Ellen Brosseau,politician,0.0012643409037696,6.512378582070947e-05,0.2089847928196065,58
192,152762631455280,Philippine Embassy in Thailand,government,4.682744088035589e-05,0.0,0.1801454376357965,11
193,167542776660532,Atmosphere,company,0.000140482322641,1.009502512540574e-05,0.2176954453411876,58
194,134780953231454,Região da capital dos EUA,company,9.365488176071178e-05,9.993859178667584e-09,0.2040114040822256,28
195,851584041550394,Mauricio Osorio Domínguez,politician,0.0002341372044017,1.3336858935544491e-06,0.2117160410070857,52
196,418893364920895,Préfet de Loir et Cher,government,0.0016389604308124,1.0300634694860889e-05,0.2264883172388767,21
197,1431984283714112,U.S. Forest Service,government,0.0062748770779676,0.0035200219497462,0.277487557580922,34
198,111151325577312,Johnnie’s New York Pizzeria,company,0.0003277920861624,0.0,0.2032786588620592,23
199,132945996743236,7-Eleven Australia,company,0.0003746195270428,0.0002835754863443,0.2129803408595423,39
200,516725565030981,Brendan Boyle,politician,,,0.2499805302448739,28
201,164169413624390,ABC Lebanon,company,0.0003277920861624,0.000108401186426,0.2119477040335056,12
202,441907505922632,Paolo De Castro,politician,9.365488176071178e-05,0.0,0.2156064982295874,40
203,199793346871881,Benedita da Silva,politician,0.0008428939358464,8.367858488655721e-06,0.2151605396968275,55
204,255750901203533,Norteñita,company,0.0001873097635214,6.3998046253464e-05,0.1529335692894092,52
205,79167160914,Tablespoon.com,company,0.000796066494966,0.0001113921459985,0.2170330731782706,12
206,154408241398357,UPRA Colombia,government,0.0012175134628892,4.950343543865339e-05,0.2337915032203689,33
207,123360237716054,"Woodstock Police, GA",government,0.0001873097635214,9.954323182864756e-07,0.2096575534198003,34
208,1501439083479639,關務署,government,0.000140482322641,2.0542276521607984e-05,0.1870717431666236,16
209,294019144024664,Ileana Argentin,politician,9.365488176071178e-05,1.525840412962317e-07,0.1824626653565367,40
210,796065777123932,Karen Ludwig,politician,0.0009833762584874,5.3267002995813455e-06,0.2137726316991256,58
211,888931797828199,Ryszard Wilczyński,politician,0.000140482322641,6.213818196662847e-08,0.2025475065806079,46
212,351338968253034,Dilma Rousseff,politician,0.0059002575509248,0.0025006988616539,0.2386739040375606,55
213,249087185125997,Tuggerah Lakes LAC - NSW Police Force,government,0.000796066494966,1.61687433501734e-05,0.2295073594753884,39
214,668623963226740,Travel Alberta,company,0.000140482322641,3.233923382124696e-07,0.2202346529704086,50
215,164130194037,Museos del Banco de la República,government,0.0004682744088035,9.95458821130802e-05,0.228699095137765,33
216,355565337903738,Dagmar Ziegler MdB,politician,0.0019667525169749,0.0001138902072416,0.2246675332466753,24
217,330250343871,Jeremy Corbyn,politician,0.0010770311402481,0.0012161973399298,0.2059109237536656,36
218,111101068968572,Secretaría de Gobernación,government,0.0010770311402481,0.0001635050241808,0.2233010673610145,52
219,1592040124383871,352d Special Operations Wing,government,,,0.237520877819827,30
220,610012855796352,Sharon Hodgson,politician,0.0002341372044017,3.658815160994591e-05,0.1851952590541186,36
221,17433690754,Glassdoor,company,0.0003277920861624,0.000124714416036,0.2520698243173506,23
222,152492071518860,NSW SES - Hornsby Unit,government,0.0012175134628892,3.64719845968016e-07,0.2128149270695207,39
223,141651685862427,500 Startups,company,0.0001873097635214,5.451095151522821e-05,0.2171967133881102,33
224,374756619256467,Front Street Animal Shelter - City of Sacramento,government,0.0007492390540856,0.0009138326313461,0.2645964342071175,12
225,231656403567259,Lorenz Caffier,politician,0.0001873097635214,2.7833817247599407e-06,0.2146671889480171,44
226,148134965281436,Cuarto Milenio,tvshow,0.0003746195270428,7.366746528418614e-06,0.1637443521352572,53
227,195184929562,Pillsbury,company,0.0014048232264106,0.0004335160157071,0.2327332615180643,12
228,145995252105886,Fort Bragg Wildlife Branch,government,0.0004214469679232,1.2702122048171172e-08,0.2301538524573372,30
229,419439154823845,Peppe De Cristofaro,politician,0.0006087567314446,0.0001125662739068,0.1942324150033281,40
230,178872845468327,Metin Hakverdi,politician,0.0011238585811285,6.858695529951959e-07,0.2212103610211375,24
231,179486155473577,Kathleen Lynch,politician,0.0002341372044017,0.0001891536287581,0.2075178942507504,12
232,954835224560299,UNLV Police Services,government,9.365488176071178e-05,0.0,0.2001639154410127,34
233,117283058287279,Covert Affairs,tvshow,0.0006087567314446,6.597025339833422e-07,0.1888817902116713,12
234,554739894638025,Councillor Adam Allan,politician,0.0006555841723249,3.925639457582301e-06,0.2134051363878124,39
235,170179299705530,澎湖縣政府,government,,,0.1668609875461357,16
236,117737338241724,M&M’S Italia,company,0.0003746195270428,2.163895572461961e-05,0.1893130671429895,12
237,28613018301,Baci Perugina,company,0.0003277920861624,0.0002988890851835,0.1917837450280817,12
238,160579703997119,European Union in Thailand,government,0.0024818543666588,7.315571164818062e-05,0.2483915187158681,46
239,617033428501184,Florian Toncar,politician,0.0005151018496839,0.0001674706723834,0.1890311616637501,44
240,191810904195780,Go Coast Guard,government,0.0014048232264106,1.7737190615767243e-05,0.2491793461384908,30
241,65727594614,Brandon Creighton,politician,0.0003277920861624,2.439911722962516e-06,0.2071543815977504,43
242,1528846760739532,Arizona Capitol Museum,government,0.0004682744088035,4.364611363193353e-06,0.2239375697655876,30
243,780521878717133,"Flight Centre Travel Group, The Americas",company,0.000140482322641,5.060290810389488e-08,0.2049792001167713,50
244,330566160483024,Sergio Casas,politician,0.0001873097635214,9.300204518285734e-05,0.1817571448216726,57
245,71091028689,Sleep Number Careers,company,4.682744088035589e-05,0.0,0.2079384763455986,12
246,669243103118034,Bodo Ramelow,politician,0.0011238585811285,8.679611825528108e-05,0.2197865618061057,24
247,160312404017880,GO! Das Motormagazin,tvshow,0.0004682744088035,0.0004283286209461,0.2123523296474813,25
248,223049284387547,KLM Argentina,company,0.0007492390540856,0.0001507737177861,0.2235699147272166,50
249,293329607459548,"Metro Railway, Kolkata",government,4.682744088035589e-05,0.0,0.1859600917013581,59
250,146941488726138,Samsung,company,0.0002809646452821,3.0364915433970147e-05,0.1697349237405289,14
251,112856972067554,LowLow,company,0.0,0.0,0.1744934649405515,12
252,115745095172649,Kingdom of the Netherlands in Canada,government,0.001451650667291,0.0004817043298803,0.2509493388134381,46
253,1643711989285607,Göç İdaresi Genel Müdürlüğü,government,4.682744088035589e-05,0.0,0.1651755849769537,17
254,390109821076200,Rodriguez Army Health Clinic,government,0.0014984781081713,5.15020160513544e-06,0.246030703195147,30
255,111132279529,BoA,company,9.365488176071178e-05,9.264175645928232e-05,0.204380690759253,33
256,984665731564266,Valdis Dombrovskis,politician,0.0006555841723249,1.2220617180208465e-06,0.2346435806929969,46
257,1131869050241771,Alex Zeyer,politician,0.0013579957855303,0.0001035588494217,0.2286083470687585,44
258,148885741961966,The Profit,tvshow,0.000140482322641,0.000149464339334,0.1641091187963335,12
259,163973103682288,Emine SARI Official,company,4.682744088035589e-05,0.0,0.1669142882612506,12
260,430791373663017,宜蘭縣政府衛生局,government,0.0001873097635214,5.525555770456847e-05,0.1745002407542598,16
261,470872909742841,舞吧舞吧在一起,tvshow,0.000140482322641,2.8141412377625988e-05,0.1588858403575267,16
262,180048798810876,Windows,company,0.0005619292905642,6.193455109419246e-05,0.208494172667211,14
263,1483994771882749,Old Home Love,tvshow,4.682744088035589e-05,0.0,0.1673992728573131,20
264,43394094549,Man v. Food Nation,tvshow,0.0004682744088035,0.0001383946608383,0.2245664884313627,12
265,1554238491460357,聽見幸福,tvshow,0.000140482322641,9.265199004818564e-05,0.1322997750744845,16
266,687001264739799,臺北市政府消防局,government,4.682744088035589e-05,0.0,0.1555303287255913,16
267,46612109048,Superbook,tvshow,0.0004214469679232,0.0001435920862078,0.1892333476506902,12
268,183554364998416,Richard Acuña N.,politician,0.0003277920861624,5.598319469331827e-06,0.2012918368809575,33
269,495669723923221,Παύλος Πολάκης / Pavlos Polakis,politician,9.365488176071178e-05,0.0,0.1935297714920629,46
270,194091260642071,"Troop Command Family Readiness Group, Brooke Army Medical Center",government,0.0013579957855303,4.653641708275681e-06,0.2537493788679586,30
271,32533512985,Maxis,company,4.682744088035589e-05,0.0,0.164751688285025,50
272,877944875582234,Ali Atalan,politician,9.365488176071178e-05,0.0,0.130779707580555,7
273,273432986059547,China Eastern Air(동방항공),company,,,0.1985788650363679,50
274,571236856234782,Fashion Queens,tvshow,0.000140482322641,0.0001017211253047,0.2045220778984353,12
275,210015559156513,Al Jazeera America Presents,tvshow,9.365488176071178e-05,0.0,0.1504684350452363,9
276,135119606514471,ASADA,government,9.365488176071178e-05,1.1538891163351784e-08,0.2050783567445214,39
277,214544208560939,US National Weather Service Detroit / Pontiac Michigan,government,0.0010770311402481,4.590672776971725e-07,0.2244475965956766,34
278,123151319852,Arnold Bread,company,0.0002341372044017,0.0001981284787295,0.2236121892478254,12
279,212618008920877,UP&GO,company,4.682744088035589e-05,0.0,0.1840363666147923,39
